code,type,name,elevation_ft,continent,iso_country,municipality
CYRQ,medium_airport,Trois-RiviÃ¨res Airport,199,NA,CA,Trois-RiviÃ¨res
CYRS,medium_airport,Red Sucker Lake Airport,729,NA,CA,Red Sucker Lake
CYRT,medium_airport,Rankin Inlet Airport,94,NA,CA,Rankin Inlet
CYRV,medium_airport,Revelstoke Airport,1459,NA,CA,Revelstoke
CYSB,medium_airport,Sudbury Airport,1141,NA,CA,Sudbury
CYSC,medium_airport,Sherbrooke Airport,792,NA,CA,Sherbrooke
CYSF,medium_airport,Stony Rapids Airport,805,NA,CA,Stony Rapids
CYSG,medium_airport,St Georges Airport,893,NA,CA,St Georges
CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,416,NA,CA,Smiths Falls
CYSJ,medium_airport,Saint John Airport,357,NA,CA,Saint John
CYSK,medium_airport,Sanikiluaq Airport,104,NA,CA,Sanikiluaq
CYSL,medium_airport,St Leonard Airport,793,NA,CA,St Leonard
CYSM,medium_airport,Fort Smith Airport,671,NA,CA,Fort Smith
CYSN,medium_airport,Niagara District Airport,321,NA,CA,St Catharines
CYSP,medium_airport,Marathon Airport,1035,NA,CA,Marathon
CYST,medium_airport,St. Theresa Point Airport,773,NA,CA,St. Theresa Point
CYSU,medium_airport,Summerside Airport,56,NA,CA,Summerside
CYSY,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,282,NA,CA,Sachs Harbour
CYTA,medium_airport,Pembroke Airport,529,NA,CA,Pembroke
CYTE,medium_airport,Cape Dorset Airport,164,NA,CA,Cape Dorset
CYTF,medium_airport,Alma Airport,445,NA,CA,Alma
CYTH,medium_airport,Thompson Airport,729,NA,CA,Thompson
CYTL,medium_airport,Big Trout Lake Airport,729,NA,CA,Big Trout Lake
CYTQ,medium_airport,Tasiujaq Airport,122,NA,CA,Tasiujaq
CYTR,medium_airport,CFB Trenton,283,NA,CA,Trenton
CYTS,medium_airport,Timmins/Victor M. Power,967,NA,CA,Timmins
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,252,NA,CA,Toronto
CYUB,medium_airport,Tuktoyaktuk Airport,15,NA,CA,Tuktoyaktuk
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,118,NA,CA,MontrÃ©al
CYUT,medium_airport,Naujaat Airport,80,NA,CA,Repulse Bay
CYUX,medium_airport,Hall Beach Airport,30,NA,CA,Hall Beach
CYUY,medium_airport,Rouyn Noranda Airport,988,NA,CA,Rouyn-Noranda
CYVB,medium_airport,Bonaventure Airport,123,NA,CA,Bonaventure
CYVC,medium_airport,La Ronge Airport,1242,NA,CA,La Ronge
CYVD,medium_airport,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,1454,NA,CA,Virden
CYVK,medium_airport,Vernon Airport,1140,NA,CA,Vernon
CYVM,medium_airport,Qikiqtarjuaq Airport,21,NA,CA,Qikiqtarjuaq
CYVO,medium_airport,Val-d'Or Airport,1107,NA,CA,Val-d'Or
CYVP,medium_airport,Kuujjuaq Airport,129,NA,CA,Kuujjuaq
CYVQ,medium_airport,Norman Wells Airport,238,NA,CA,Norman Wells
CYVR,large_airport,Vancouver International Airport,14,NA,CA,Vancouver
CYVV,medium_airport,Wiarton Airport,729,NA,CA,Wiarton
CYVZ,medium_airport,Deer Lake Airport,1092,NA,CA,Deer Lake
CYWA,medium_airport,Petawawa Airport,427,NA,CA,Petawawa
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,783,NA,CA,Winnipeg
CYWJ,medium_airport,DÃ©line Airport,703,NA,CA,DÃ©line
CYWK,medium_airport,Wabush Airport,1808,NA,CA,Wabush
CYWL,medium_airport,Williams Lake Airport,3085,NA,CA,Williams Lake
CYWP,medium_airport,Webequie Airport,685,NA,CA,Webequie
CYWY,medium_airport,Wrigley Airport,489,NA,CA,Wrigley
CYXC,medium_airport,Cranbrook/Canadian Rockies International Airport,3082,NA,CA,Cranbrook
CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,1653,NA,CA,Saskatoon
CYXH,medium_airport,Medicine Hat Airport,2352,NA,CA,Medicine Hat
CYXJ,medium_airport,Fort St John Airport,2280,NA,CA,Fort St.John
CYXK,medium_airport,Rimouski Airport,82,NA,CA,Rimouski
CYXL,medium_airport,Sioux Lookout Airport,1258,NA,CA,Sioux Lookout
CYXN,medium_airport,Whale Cove Airport,40,NA,CA,Whale Cove
CYXP,medium_airport,Pangnirtung Airport,75,NA,CA,Pangnirtung
CYXQ,medium_airport,Beaver Creek Airport,2131,NA,CA,Beaver Creek
CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,800,NA,CA,Earlton
CYXS,medium_airport,Prince George Airport,2267,NA,CA,Prince George
CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,713,NA,CA,Terrace
CYXU,medium_airport,London Airport,912,NA,CA,London
CYXX,medium_airport,Abbotsford Airport,195,NA,CA,Abbotsford
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,2317,NA,CA,Whitehorse
CYXZ,medium_airport,Wawa Airport,942,NA,CA,Wawa
CYYB,medium_airport,North Bay Jack Garland Airport,1215,NA,CA,North Bay
CYYC,large_airport,Calgary International Airport,3557,NA,CA,Calgary
CYYD,medium_airport,Smithers Airport,1712,NA,CA,Smithers
CYYE,medium_airport,Fort Nelson Airport,1253,NA,CA,Fort Nelson
CYYF,medium_airport,Penticton Airport,1129,NA,CA,Penticton
CYYG,medium_airport,Charlottetown Airport,160,NA,CA,Charlottetown
CYYH,medium_airport,Taloyoak Airport,92,NA,CA,Taloyoak
CYYJ,large_airport,Victoria International Airport,63,NA,CA,Victoria
CYYL,medium_airport,Lynn Lake Airport,1170,NA,CA,Lynn Lake
CYYN,medium_airport,Swift Current Airport,2680,NA,CA,Swift Current
CYYQ,medium_airport,Churchill Airport,94,NA,CA,Churchill
CYYR,medium_airport,Goose Bay Airport,160,NA,CA,Goose Bay
CYYT,large_airport,St. John's International Airport,461,NA,CA,St. John's
CYYU,medium_airport,Kapuskasing Airport,743,NA,CA,Kapuskasing
CYYW,medium_airport,Armstrong Airport,1058,NA,CA,Armstrong
CYYY,medium_airport,Mont Joli Airport,172,NA,CA,Mont-Joli
CYYZ,large_airport,Lester B. Pearson International Airport,569,NA,CA,Toronto
CYZD,medium_airport,Downsview Airport,652,NA,CA,Toronto
CYZE,medium_airport,Gore Bay Manitoulin Airport,635,NA,CA,Gore Bay
CYZF,medium_airport,Yellowknife Airport,675,NA,CA,Yellowknife
CYZG,medium_airport,Salluit Airport,743,NA,CA,Salluit
CYZH,medium_airport,Slave Lake Airport,1912,NA,CA,Slave Lake
CYZP,medium_airport,Sandspit Airport,21,NA,CA,Sandspit
CYZR,medium_airport,Chris Hadfield Airport,594,NA,CA,Sarnia
CYZS,medium_airport,Coral Harbour Airport,210,NA,CA,Coral Harbour
CYZT,medium_airport,Port Hardy Airport,71,NA,CA,Port Hardy
CYZU,medium_airport,Whitecourt Airport,2567,NA,CA,Whitecourt
CYZV,medium_airport,Sept-Ãles Airport,180,NA,CA,Sept-Ãles
CYZW,medium_airport,Teslin Airport,2313,NA,CA,Teslin
CYZX,medium_airport,CFB Greenwood,92,NA,CA,Greenwood
CYZY,medium_airport,Mackenzie Airport,2264,NA,CA,Mackenzie
CZAC,medium_airport,York Landing Airport,621,NA,CA,York Landing
CZAM,medium_airport,Shuswap Regional Airport,1751,NA,CA,Salmon Arm
CZBB,medium_airport,Boundary Bay Airport,6,NA,CA,Vancouver
CZBD,medium_airport,Ilford Airport,642,NA,CA,Ilford
CZBF,medium_airport,Bathurst Airport,193,NA,CA,Bathurst
CZBM,medium_airport,Bromont (Roland Desourdy) Airport,375,NA,CA,Bromont
CZEE,medium_airport,Kelsey Airport,600,NA,CA,Kelsey
CZEM,medium_airport,Eastmain River Airport,24,NA,CA,Eastmain River
CZFA,medium_airport,Faro Airport,2351,NA,CA,Faro
CZFD,medium_airport,Fond-Du-Lac Airport,814,NA,CA,Fond-Du-Lac
CZFG,medium_airport,Pukatawagan Airport,958,NA,CA,Pukatawagan
CZFM,medium_airport,Fort Mcpherson Airport,116,NA,CA,Fort Mcpherson
CZFN,medium_airport,Tulita Airport,332,NA,CA,Tulita
CZGF,medium_airport,Grand Forks Airport,1720,NA,CA,Grand Forks
CZGI,medium_airport,Gods River Airport,627,NA,CA,Gods River
CZGR,medium_airport,Little Grand Rapids Airport,1005,NA,CA,Little Grand Rapids
CZJG,medium_airport,Jenpeg Airport,729,NA,CA,Jenpeg
CZJN,medium_airport,Swan River Airport,1100,NA,CA,Swan River
CZKE,medium_airport,Kashechewan Airport,35,NA,CA,Kashechewan
CZLQ,medium_airport,Thicket Portage Airport,678,NA,CA,Thicket Portage
CZMD,medium_airport,Muskrat Dam Airport,911,NA,CA,Muskrat Dam
CZMN,medium_airport,Pikwitonei Airport,630,NA,CA,Pikwitonei
CZMT,medium_airport,Masset Airport,25,NA,CA,Masset
CZNG,medium_airport,Poplar River Airport,728,NA,CA,Poplar River
CZPB,medium_airport,Sachigo Lake Airport,876,NA,CA,Sachigo Lake
CZPC,medium_airport,Pincher Creek Airport,3903,NA,CA,Pincher Creek
CZRJ,medium_airport,Round Lake (Weagamow Lake) Airport,974,NA,CA,Round Lake
CZSJ,medium_airport,Sandy Lake Airport,951,NA,CA,Sandy Lake
CZSN,medium_airport,South Indian Lake Airport,951,NA,CA,South Indian Lake
CZST,medium_airport,Stewart Airport,24,NA,CA,Stewart
CZTM,medium_airport,Shamattawa Airport,289,NA,CA,Shamattawa
CZUC,medium_airport,Ignace Municipal Airport,1435,NA,CA,Ignace
CZWH,medium_airport,Lac Brochet Airport,1211,NA,CA,Lac Brochet
CZWL,medium_airport,Wollaston Lake Airport,1360,NA,CA,Wollaston Lake
DAAB,medium_airport,Blida Airport,535,AF,DZ,
DAAD,medium_airport,Bou Saada Airport,1506,AF,DZ,
DAAE,medium_airport,Soummam Airport,20,AF,DZ,BÃ©jaÃ¯a
DAAG,large_airport,Houari Boumediene Airport,82,AF,DZ,Algiers
DAAJ,medium_airport,Djanet Inedbirene Airport,3176,AF,DZ,Djanet
DAAK,medium_airport,Boufarik Airport,335,AF,DZ,
DAAP,medium_airport,Illizi Takhamalt Airport,1778,AF,DZ,Illizi
DAAS,medium_airport,Ain Arnat Airport,3360,AF,DZ,SÃ©tif
DAAT,medium_airport,Aguenar â Hadj Bey Akhamok Airport,4518,AF,DZ,Tamanrasset
DAAV,medium_airport,Jijel Ferhat Abbas Airport,36,AF,DZ,Jijel
DAAY,medium_airport,Mecheria Airport,3855,AF,DZ,Mecheria
DAAZ,medium_airport,Relizane Airport,282,AF,DZ,Zemmora
DABB,medium_airport,Rabah Bitat Airport,16,AF,DZ,Annaba
DABC,medium_airport,Mohamed Boudiaf International Airport,2265,AF,DZ,Constantine
DABS,medium_airport,Cheikh Larbi TÃ©bessi Airport,2661,AF,DZ,TÃ©bessi
DABT,medium_airport,Batna Airport,2697,AF,DZ,Batna
DAFH,medium_airport,Hassi R'Mel Airport,2540,AF,DZ,
DAOB,medium_airport,Bou Chekif Airport,3245,AF,DZ,Tiaret
DAOF,medium_airport,Tindouf Airport,1453,AF,DZ,Tindouf
DAOI,medium_airport,Ech Cheliff Airport,463,AF,DZ,
DAOL,medium_airport,Tafaraoui Airport,367,AF,DZ,
DAON,medium_airport,Zenata â Messali El Hadj Airport,814,AF,DZ,Tlemcen
DAOO,medium_airport,Es Senia Airport,295,AF,DZ,Oran
DAOR,medium_airport,BÃ©char Boudghene Ben Ali Lotfi Airport,2661,AF,DZ,BÃ©char
DAOV,medium_airport,Ghriss Airport,1686,AF,DZ,
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,919,AF,DZ,
DAUB,medium_airport,Biskra Airport,289,AF,DZ,Biskra
DAUE,medium_airport,El Golea Airport,1306,AF,DZ,
DAUG,medium_airport,NoumÃ©rat - Moufdi Zakaria Airport,1512,AF,DZ,GhardaÃ¯a
DAUH,medium_airport,Oued Irara Airport,463,AF,DZ,Hassi Messaoud
DAUI,medium_airport,In Salah Airport,896,AF,DZ,In Salah
DAUK,medium_airport,Touggourt Sidi Madhi Airport,279,AF,DZ,Touggourt
DAUL,medium_airport,Laghouat Airport,2510,AF,DZ,Laghouat
DAUO,medium_airport,Guemar Airport,203,AF,DZ,Guemar
DAUT,medium_airport,Timimoun Airport,1027,AF,DZ,Timimoun
DAUU,medium_airport,Ain el Beida Airport,492,AF,DZ,Ouargla
DAUZ,medium_airport,In AmÃ©nas Airport,1847,AF,DZ,AmÃ©nas
DBBB,medium_airport,Cadjehoun Airport,19,AF,BJ,Cotonou
DBC,medium_airport,Baicheng Chang'an Airport,480,AS,CN,Baicheng
DFFD,large_airport,Ouagadougou Airport,1037,AF,BF,Ouagadougou
DFOO,medium_airport,Bobo Dioulasso Airport,1511,AF,BF,Bobo Dioulasso
DGAA,large_airport,Kotoka International Airport,205,AF,GH,Accra
DGLE,medium_airport,Tamale Airport,553,AF,GH,Tamale
DGSI,medium_airport,Kumasi Airport,942,AF,GH,Kumasi
DGSN,medium_airport,Sunyani Airport,1014,AF,GH,Sunyani
DGTK,medium_airport,Takoradi Airport,21,AF,GH,Sekondi-Takoradi
DIAP,medium_airport,Port Bouet Airport,21,AF,CI,Abidjan
DIBK,medium_airport,BouakÃ© Airport,1230,AF,CI,
DIDL,medium_airport,Daloa Airport,823,AF,CI,
DIKO,medium_airport,Korhogo Airport,1214,AF,CI,Korhogo
DIMN,medium_airport,Man Airport,1089,AF,CI,
DISP,medium_airport,San Pedro Airport,26,AF,CI,
DIYO,medium_airport,Yamoussoukro Airport,699,AF,CI,Yamoussoukro
DNAA,large_airport,Nnamdi Azikiwe International Airport,1123,AF,NG,Abuja
DNAI,large_airport,Akwa Ibom International Airport,170,AF,NG,Uyo
DNAK,medium_airport,Akure Airport,1100,AF,NG,Akure
DNAS,medium_airport,Asaba International Airport,305,AF,NG,Asaba
DNBC,medium_airport,Sir Abubakar Tafawa Balewa International Airport,1965,AF,NG,Bauchi
DNBE,medium_airport,Benin Airport,258,AF,NG,Benin
DNCA,medium_airport,Margaret Ekpo International Airport,210,AF,NG,Calabar
DNEN,medium_airport,Akanu Ibiam International Airport,466,AF,NG,Enegu
DNGU,medium_airport,Gusau Airport,1520,AF,NG,Gusau
DNIB,medium_airport,Ibadan Airport,725,AF,NG,Ibadan
DNIL,medium_airport,Ilorin International Airport,1126,AF,NG,Ilorin
DNIM,medium_airport,Sam Mbakwe International Airport,373,AF,NG,Owerri
DNJO,medium_airport,Yakubu Gowon Airport,4232,AF,NG,Jos
DNKA,medium_airport,Kaduna Airport,2073,AF,NG,Kaduna
DNKN,large_airport,Mallam Aminu International Airport,1562,AF,NG,Kano
DNMA,medium_airport,Maiduguri International Airport,1099,AF,NG,Maiduguri
DNMK,medium_airport,Makurdi Airport,371,AF,NG,Makurdi
DNMM,large_airport,Murtala Muhammed International Airport,135,AF,NG,Lagos
DNMN,medium_airport,Minna Airport,834,AF,NG,Minna
DNPO,medium_airport,Port Harcourt International Airport,87,AF,NG,Port Harcourt
DNSO,medium_airport,Sadiq Abubakar III International Airport,1010,AF,NG,Sokoto
DNYO,medium_airport,Yola Airport,599,AF,NG,Yola
DNZA,medium_airport,Zaria Airport,2170,AF,NG,Zaria
DRRM,medium_airport,Maradi Airport,1240,AF,NE,Maradi
DRRN,large_airport,Diori Hamani International Airport,732,AF,NE,Niamey
DRRT,medium_airport,Tahoua Airport,1266,AF,NE,Tahoua
DRZA,medium_airport,Mano Dayak International Airport,1657,AF,NE,Agadez
DRZR,medium_airport,Zinder Airport,1516,AF,NE,Zinder
DTKA,medium_airport,Tabarka 7 Novembre Airport,230,AF,TN,Tabarka
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,9,AF,TN,Monastir
DTTA,large_airport,Tunis Carthage International Airport,22,AF,TN,Tunis
DTTB,medium_airport,Sidi Ahmed Air Base,20,AF,TN,Sidi Ahmed
DTTD,medium_airport,Remada Air Base,1004,AF,TN,Remada
DTTF,medium_airport,Gafsa Ksar International Airport,1060,AF,TN,Gafsa
DTTG,medium_airport,GabÃ¨s Matmata International Airport,26,AF,TN,GabÃ¨s
DTTJ,medium_airport,Djerba Zarzis International Airport,19,AF,TN,Djerba
DTTR,medium_airport,El Borma Airport,827,AF,TN,El Borma
DTTX,medium_airport,Sfax Thyna International Airport,85,AF,TN,Sfax
DTTZ,medium_airport,Tozeur Nefta International Airport,287,AF,TN,Tozeur
DXNG,medium_airport,Niamtougou International Airport,1515,AF,TG,Niamtougou
DXXX,medium_airport,LomÃ©-Tokoin Airport,72,AF,TG,LomÃ©
EBAW,medium_airport,Antwerp International Airport (Deurne),39,EU,BE,Antwerp
EBBE,medium_airport,Beauvechain Air Base,370,EU,BE,Beauvechain
EBBL,medium_airport,Kleine Brogel Air Base,200,EU,BE,Kleine Brogel
EBBR,large_airport,Brussels Airport,184,EU,BE,Brussels
EBCI,large_airport,Brussels South Charleroi Airport,614,EU,BE,Brussels
EBCV,medium_airport,ChiÃ¨vres Air Base,194,EU,BE,ChiÃ¨vres
EBFN,medium_airport,Koksijde Air Base,20,EU,BE,Koksijde
EBFS,medium_airport,Florennes Air Base,935,EU,BE,Florennes
EBKT,medium_airport,Wevelgem Airport,64,EU,BE,Wevelgem
EBLG,large_airport,LiÃ¨ge Airport,659,EU,BE,LiÃ¨ge
EBOS,medium_airport,Ostend-Bruges International Airport,13,EU,BE,Ostend
EDAC,medium_airport,Altenburg-Nobitz Airport,640,EU,DE,Altenburg
EDAH,medium_airport,Heringsdorf Airport,93,EU,DE,Heringsdorf
EDBM,medium_airport,"Magdeburg ""City"" Airport",259,EU,DE,Magdeburg
EDBN,medium_airport,Neubrandenburg Airport,228,EU,DE,Neubrandenburg
EDBR,medium_airport,Rothenburg/GÃ¶rlitz Airport,518,EU,DE,Rothenburg/Oberlausitz
EDDB,large_airport,Berlin-SchÃ¶nefeld Airport,157,EU,DE,Berlin
EDDC,large_airport,Dresden Airport,755,EU,DE,Dresden
EDDE,medium_airport,Erfurt Airport,1036,EU,DE,Erfurt
EDDF,large_airport,Frankfurt am Main Airport,364,EU,DE,Frankfurt am Main
EDDG,large_airport,MÃ¼nster OsnabrÃ¼ck Airport,160,EU,DE,MÃ¼nster
EDDH,large_airport,Hamburg Airport,53,EU,DE,Hamburg
EDDK,large_airport,Cologne Bonn Airport,302,EU,DE,Cologne
EDDL,large_airport,DÃ¼sseldorf Airport,147,EU,DE,DÃ¼sseldorf
EDDM,large_airport,Munich Airport,1487,EU,DE,Munich
EDDN,large_airport,Nuremberg Airport,1046,EU,DE,Nuremberg
EDDP,large_airport,Leipzig/Halle Airport,465,EU,DE,Leipzig
EDDR,medium_airport,SaarbrÃ¼cken Airport,1058,EU,DE,SaarbrÃ¼cken
EDDS,large_airport,Stuttgart Airport,1276,EU,DE,Stuttgart
EDDT,large_airport,Berlin-Tegel Airport,122,EU,DE,Berlin
EDDV,large_airport,Hannover Airport,183,EU,DE,Hannover
EDDW,large_airport,Bremen Airport,14,EU,DE,Bremen
EDFE,medium_airport,Frankfurt-Egelsbach Airport,384,EU,DE,Frankfurt am Main
EDFH,medium_airport,Frankfurt-Hahn Airport,1649,EU,DE,Frankfurt am Main
EDFM,medium_airport,Mannheim-City Airport,308,EU,DE,Mannheim
EDFZ,medium_airport,Mainz-Finthen Airport,525,EU,DE,Mainz
EDGE,medium_airport,Eisenach-Kindel Airport,1112,EU,DE,Eisenach
EDGS,medium_airport,Siegerland Airport,1966,EU,DE,
EDHI,medium_airport,Hamburg-Finkenwerder Airport,23,EU,DE,Hamburg
EDHK,medium_airport,Kiel-Holtenau Airport,102,EU,DE,Kiel
EDHL,medium_airport,LÃ¼beck Blankensee Airport,53,EU,DE,LÃ¼beck
EDJA,medium_airport,Memmingen Allgau Airport,2077,EU,DE,Memmingen
EDLN,medium_airport,MÃ¶nchengladbach Airport,125,EU,DE,MÃ¶nchengladbach
EDLP,medium_airport,Paderborn Lippstadt Airport,699,EU,DE,Paderborn
EDLV,medium_airport,Weeze Airport,106,EU,DE,Weeze
EDLW,large_airport,Dortmund Airport,425,EU,DE,Dortmund
EDMA,medium_airport,Augsburg Airport,1516,EU,DE,Augsburg
EDMO,medium_airport,Oberpfaffenhofen Airport,1947,EU,DE,
EDNY,medium_airport,Friedrichshafen Airport,1367,EU,DE,Friedrichshafen
EDOP,medium_airport,Schwerin Parchim Airport,166,EU,DE,
EDQA,medium_airport,Airport Bamberg-Breitenau,811,EU,DE,Bamberg
EDQD,medium_airport,Bayreuth Airport,1601,EU,DE,Bayreuth
EDQM,medium_airport,Hof-Plauen Airport,1959,EU,DE,Hof
EDSB,large_airport,Karlsruhe Baden-Baden Airport,408,EU,DE,Baden-Baden
EDTD,medium_airport,Donaueschingen-Villingen Airport,2231,EU,DE,Donaueschingen
EDTL,medium_airport,Lahr Airport,511,EU,DE,
EDTY,medium_airport,Adolf WÃ¼rth Airport,1299,EU,DE,SchwÃ¤bisch Hall
EDUZ,medium_airport,Zerbst Airport,289,EU,DE,Zerbst/Anhalt
EDVE,medium_airport,Braunschweig-Wolfsburg Airport,295,EU,DE,Braunschweig
EDVK,medium_airport,Kassel-Calden Airport,820,EU,DE,Kassel
EDXW,medium_airport,Westerland Sylt Airport,51,EU,DE,Westerland
EEEI,medium_airport,Ãmari Air Base,65,EU,EE,Keila
EEKA,medium_airport,KÃ¤rdla Airport,18,EU,EE,KÃ¤rdla
EEKE,medium_airport,Kuressaare Airport,14,EU,EE,Kuressaare
EEPU,medium_airport,PÃ¤rnu Airport,47,EU,EE,PÃ¤rnu
EETN,large_airport,Lennart Meri Tallinn Airport,131,EU,EE,Tallinn
EETU,medium_airport,Tartu Airport,219,EU,EE,Tartu
EFET,medium_airport,Enontekio Airport,1005,EU,FI,Enontekio
EFHA,medium_airport,Halli Airport,479,EU,FI,Halli / Kuorevesi
EFHF,medium_airport,Helsinki Malmi Airport,57,EU,FI,Helsinki
EFHK,large_airport,Helsinki Vantaa Airport,179,EU,FI,Helsinki
EFIT,medium_airport,Kitee Airport,364,EU,FI,
EFIV,medium_airport,Ivalo Airport,481,EU,FI,Ivalo
EFJO,medium_airport,Joensuu Airport,398,EU,FI,Joensuu / Liperi
EFJY,medium_airport,Jyvaskyla Airport,459,EU,FI,JyvÃ¤skylÃ¤n Maalaiskunta
EFKA,medium_airport,Kauhava Airport,151,EU,FI,Kauhava
EFKE,medium_airport,Kemi-Tornio Airport,61,EU,FI,Kemi / Tornio
EFKI,medium_airport,Kajaani Airport,483,EU,FI,Kajaani
EFKJ,medium_airport,Kauhajoki Airport,407,EU,FI,
EFKK,medium_airport,Kokkola-Pietarsaari Airport,84,EU,FI,Kokkola / Kruunupyy
EFKS,medium_airport,Kuusamo Airport,866,EU,FI,Kuusamo
EFKT,medium_airport,KittilÃ¤ Airport,644,EU,FI,KittilÃ¤
EFKU,medium_airport,Kuopio Airport,323,EU,FI,Kuopio / SiilinjÃ¤rvi
EFLP,medium_airport,Lappeenranta Airport,349,EU,FI,Lappeenranta
EFMA,medium_airport,Mariehamn Airport,17,EU,FI,
EFMI,medium_airport,Mikkeli Airport,329,EU,FI,Mikkeli
EFOU,medium_airport,Oulu Airport,47,EU,FI,Oulu / Oulunsalo
EFPO,medium_airport,Pori Airport,44,EU,FI,Pori
EFPR,medium_airport,Helsinki East-Redstone Airfield,72,EU,FI,Helsinki
EFRO,medium_airport,Rovaniemi Airport,642,EU,FI,Rovaniemi
EFSA,medium_airport,Savonlinna Airport,311,EU,FI,Savonlinna
EFSI,medium_airport,SeinÃ¤joki Airport,302,EU,FI,SeinÃ¤joki / Ilmajoki
EFSO,medium_airport,Sodankyla Airport,602,EU,FI,Sodankyla
EFTP,medium_airport,Tampere-Pirkkala Airport,390,EU,FI,Tampere / Pirkkala
EFTU,medium_airport,Turku Airport,161,EU,FI,Turku
EFUT,medium_airport,Utti Air Base,339,EU,FI,Utti / Valkeala
EFVA,medium_airport,Vaasa Airport,19,EU,FI,Vaasa
EFVR,medium_airport,Varkaus Airport,286,EU,FI,Varkaus / Joroinen
EFYL,medium_airport,Ylivieska Airfield,252,EU,FI,
EG-0003,medium_airport,Bilbeis 2 Airfield,,AF,EG,Bilbeis
EGAA,large_airport,Belfast International Airport,268,EU,GB,Belfast
EGAB,medium_airport,St Angelo Airport,155,EU,GB,Enniskillen
EGAC,large_airport,George Best Belfast City Airport,15,EU,GB,Belfast
EGAE,medium_airport,City of Derry Airport,22,EU,GB,Derry
EGBB,large_airport,Birmingham International Airport,327,EU,GB,Birmingham
EGBE,medium_airport,Coventry Airport,267,EU,GB,Coventry
EGBJ,medium_airport,Gloucestershire Airport,101,EU,GB,Staverton
EGBN,medium_airport,Nottingham Airport,138,EU,GB,Nottingham
EGCC,large_airport,Manchester Airport,257,EU,GB,Manchester
EGCN,large_airport,Robin Hood Doncaster Sheffield Airport,55,EU,GB,Doncaster
EGDC,medium_airport,Royal Marines Base Chivenor Airport,27,EU,GB,Chivenor
EGDM,medium_airport,MoD Boscombe Down Airport,407,EU,GB,Amesbury
EGDR,medium_airport,RNAS Culdrose,267,EU,GB,Helston
EGDX,medium_airport,St. Athan Airport,163,EU,GB,St. Athan
EGDY,medium_airport,RNAS Yeovilton,75,EU,GB,Yeovil
EGEC,medium_airport,Campbeltown Airport,42,EU,GB,Campbeltown
EGED,medium_airport,Eday Airport,10,EU,GB,Eday
EGEF,medium_airport,Fair Isle Airport,223,EU,GB,Fair Isle
EGFE,medium_airport,Haverfordwest Airport,159,EU,GB,Haverfordwest
EGFF,large_airport,Cardiff International Airport,220,EU,GB,Cardiff
EGFH,medium_airport,Swansea Airport,299,EU,GB,Swansea
EGGD,large_airport,Bristol Airport,622,EU,GB,Bristol
EGGP,large_airport,Liverpool John Lennon Airport,80,EU,GB,Liverpool
EGGW,large_airport,London Luton Airport,526,EU,GB,London
EGHC,medium_airport,Land's End Airport,398,EU,GB,Land's End
EGHE,medium_airport,St. Mary's Airport,116,EU,GB,St. Mary's
EGHH,large_airport,Bournemouth Airport,38,EU,GB,Bournemouth
EGHI,large_airport,Southampton Airport,44,EU,GB,Southampton
