code,type,name,elevation_ft,continent,iso_country,municipality
LFQP,medium_airport,Phalsbourg-Bourscheid Air Base,1017,EU,FR,Phalsbourg/Bourscheid
LFQQ,medium_airport,Lille-Lesquin Airport,157,EU,FR,Lille/Lesquin
LFQT,medium_airport,Merville-Calonne Airport,61,EU,FR,Merville/Calonne
LFQV,medium_airport,Charleville-MÃ©ziÃ¨res Airport,492,EU,FR,Charleville-MÃ©ziÃ¨res
LFQW,medium_airport,AÃ©rodrome de Vesoul-Frotey,1249,EU,FR,Vesoul/Frotey
LFRB,medium_airport,Brest Bretagne Airport,325,EU,FR,Brest/Guipavas
LFRC,medium_airport,Cherbourg-Maupertus Airport,459,EU,FR,Cherbourg/Maupertus
LFRD,medium_airport,Dinard-Pleurtuit-Saint-Malo Airport,219,EU,FR,Dinard/Pleurtuit/Saint-Malo
LFRE,medium_airport,La Baule-Escoublac Airport,105,EU,FR,La Baule-Escoublac
LFRF,medium_airport,Granville Airport,45,EU,FR,Granville
LFRG,medium_airport,Deauville-Saint-Gatien Airport,479,EU,FR,Deauville
LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,160,EU,FR,Lorient/Lann/BihouÃ©
LFRI,medium_airport,La Roche-sur-Yon Airport,299,EU,FR,La Roche-sur-Yon/Les Ajoncs
LFRJ,medium_airport,Landivisiau Air Base,348,EU,FR,Landivisiau
LFRK,medium_airport,Caen-Carpiquet Airport,256,EU,FR,Caen/Carpiquet
LFRL,medium_airport,LanvÃ©oc-Poulmic Air Base,287,EU,FR,LanvÃ©oc/Poulmic
LFRM,medium_airport,Le Mans-Arnage Airport,194,EU,FR,Le Mans/Arnage
LFRN,medium_airport,Rennes-Saint-Jacques Airport,124,EU,FR,Rennes/Saint-Jacques
LFRO,medium_airport,Lannion-CÃ´te de Granit Airport,290,EU,FR,Lannion
LFRQ,medium_airport,Quimper-Cornouaille Airport,297,EU,FR,Quimper/Pluguffan
LFRS,medium_airport,Nantes Atlantique Airport,90,EU,FR,Nantes
LFRT,medium_airport,Saint-Brieuc-Armor Airport,453,EU,FR,Saint-Brieuc/Armor
LFRU,medium_airport,Morlaix-Ploujean Airport,272,EU,FR,Morlaix/Ploujean
LFRV,medium_airport,Vannes-Meucon Airport,446,EU,FR,Vannes/Meucon
LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,13,EU,FR,Saint-Nazaire/Montoir
LFSB,large_airport,EuroAirport Basel-Mulhouse-Freiburg Airport,885,EU,FR,BÃ¢le/Mulhouse
LFSD,medium_airport,Dijon-Bourgogne Airport,726,EU,FR,Dijon/Longvic
LFSG,medium_airport,Ãpinal-Mirecourt Airport,1084,EU,FR,Ãpinal/Mirecourt
LFSI,medium_airport,Saint-Dizier-Robinson (BA 113) Air Base,458,EU,FR,Saint-Dizier/Robinson
LFSL,medium_airport,Brive-Souillac,1016,EU,FR,Brive la Gaillarde
LFSM,medium_airport,MontbÃ©liard-Courcelles Airfield,1041,EU,FR,MontbÃ©liard/Courcelles
LFSN,medium_airport,Nancy-Essey Airport,751,EU,FR,Nancy/Essey
LFSO,medium_airport,Nancy-Ochey (BA 133) Air Base,1106,EU,FR,Nancy/Ochey
LFST,medium_airport,Strasbourg Airport,505,EU,FR,Strasbourg
LFSX,medium_airport,Luxeuil-Saint-Sauveur (BA 116) Air Base,913,EU,FR,Luxeuil/Saint-Sauveur
LFTH,medium_airport,Toulon-HyÃ¨res Airport,7,EU,FR,Toulon/HyÃ¨res/Le Palyvestre
LFTW,medium_airport,NÃ®mes-Arles-Camargue Airport,309,EU,FR,NÃ®mes/Garons
LFVM,medium_airport,Miquelon Airport,10,NA,PM,Miquelon
LFVP,medium_airport,St Pierre Airport,27,NA,PM,Saint-Pierre
LFXA,medium_airport,AmbÃ©rieu Air Base (BA 278),823,EU,FR,AmbÃ©rieu
LGAD,medium_airport,Andravida Air Base,55,EU,GR,Andravida
LGAL,medium_airport,Dimokritos Airport,24,EU,GR,Alexandroupolis
LGAV,large_airport,Eleftherios Venizelos International Airport,308,EU,GR,Athens
LGBL,medium_airport,Nea Anchialos Airport,83,EU,GR,Nea Anchialos
LGEL,medium_airport,Elefsis Airport,143,EU,GR,Elefsina
LGHI,medium_airport,Chios Island National Airport,15,EU,GR,Chios Island
LGIO,medium_airport,Ioannina Airport,1558,EU,GR,Ioannina
LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,115,EU,GR,Heraklion
LGKF,medium_airport,Kefallinia Airport,59,EU,GR,Kefallinia Island
LGKL,medium_airport,Kalamata Airport,26,EU,GR,Kalamata
LGKO,medium_airport,Kos Airport,412,EU,GR,Kos Island
LGKP,medium_airport,Karpathos Airport,66,EU,GR,Karpathos Island
LGKR,medium_airport,Ioannis Kapodistrias International Airport,6,EU,GR,Kerkyra Island
LGKV,medium_airport,Alexander the Great International Airport,18,EU,GR,Kavala
LGKZ,medium_airport,Filippos Airport,2059,EU,GR,Kozani
LGMK,medium_airport,Mikonos Airport,405,EU,GR,Mykonos Island
LGMT,medium_airport,Mytilene International Airport,60,EU,GR,Mytilene
LGPZ,medium_airport,Aktion National Airport,11,EU,GR,Preveza/Lefkada
LGRP,medium_airport,Diagoras Airport,17,EU,GR,Rodes Island
LGRX,medium_airport,Araxos Airport,46,EU,GR,Patras
LGSA,medium_airport,Chania International Airport,490,EU,GR,Souda
LGSK,medium_airport,Skiathos Island National Airport,54,EU,GR,Skiathos
LGSM,medium_airport,Samos Airport,19,EU,GR,Samos Island
LGSR,medium_airport,Santorini Airport,127,EU,GR,Santorini Island
LGST,medium_airport,Sitia Airport,376,EU,GR,Crete Island
LGTG,medium_airport,Tanagra Air Base,485,EU,GR,Tanagra
LGTS,large_airport,Thessaloniki Macedonia International Airport,22,EU,GR,Thessaloniki
LGZA,medium_airport,"Zakynthos International Airport ""Dionysios Solomos""",15,EU,GR,Zakynthos Island
LHBP,large_airport,Budapest Liszt Ferenc International Airport,495,EU,HU,Budapest
LHDC,medium_airport,Debrecen International Airport,359,EU,HU,Debrecen
LHKE,medium_airport,KecskemÃ©t Airport,376,EU,HU,KecskemÃ©t
LHPP,medium_airport,PÃ©cs-PogÃ¡ny Airport,1000,EU,HU,PÃ©cs-PogÃ¡ny
LHPR,medium_airport,GyÅr-PÃ©r International Airport,424,EU,HU,GyÅr
LHSM,medium_airport,HÃ©vÃ­zâBalaton Airport,408,EU,HU,SÃ¡rmellÃ©k
LHSN,medium_airport,Szolnok Air Base,322,EU,HU,Szolnok
LHTA,medium_airport,TaszÃ¡r Air Base,531,EU,HU,TaszÃ¡r
LHTL,medium_airport,TÃ¶kÃ¶l Airport,318,EU,HU,TÃ¶kÃ¶l
LIBA,medium_airport,Amendola Air Base,183,EU,IT,Foggia
LIBC,medium_airport,Crotone Airport,522,EU,IT,Crotone
LIBD,large_airport,Bari Karol WojtyÅa Airport,177,EU,IT,Bari
LIBF,medium_airport,"Foggia ""Gino Lisa"" Airport",265,EU,IT,Foggia
LIBG,medium_airport,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",215,EU,IT,Grottaglie
LIBN,medium_airport,Lecce Galatina Air Base,156,EU,IT,
LIBP,medium_airport,Pescara International Airport,48,EU,IT,Pescara
LIBR,medium_airport,Brindisi â Salento Airport,47,EU,IT,Brindisi
LIBV,medium_airport,Gioia Del Colle Air Base,1187,EU,IT,Gioia Del Colle (BA)
LICA,medium_airport,Lamezia Terme Airport,39,EU,IT,Lamezia Terme (CZ)
LICB,medium_airport,Comiso Airport,623,EU,IT,Comiso
LICC,large_airport,Catania-Fontanarossa Airport,39,EU,IT,Catania
LICD,medium_airport,Lampedusa Airport,70,EU,IT,Lampedusa
LICG,medium_airport,Pantelleria Airport,628,EU,IT,Pantelleria (TP)
LICJ,large_airport,FalconeâBorsellino Airport,65,EU,IT,Palermo
LICP,medium_airport,Palermo-Boccadifalco Airport,345,EU,IT,Palermo
LICR,medium_airport,Reggio Calabria Airport,96,EU,IT,Reggio Calabria
LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,25,EU,IT,Trapani (TP)
LICZ,medium_airport,Sigonella Navy Air Base,79,EU,IT,Sigonella (CT)
LIDT,medium_airport,Trento-Mattarello Airport,610,EU,IT,Trento (TN)
LIEA,medium_airport,Alghero-Fertilia Airport,87,EU,IT,Alghero
LIED,medium_airport,Decimomannu Air Base,100,EU,IT,Decimomannu
LIEE,large_airport,Cagliari Elmas Airport,13,EU,IT,Cagliari
LIEO,medium_airport,Olbia Costa Smeralda Airport,37,EU,IT,Olbia (SS)
LIET,medium_airport,TortolÃ¬ Airport,23,EU,IT,Arbatax
LILA,medium_airport,Alessandria Airport,299,EU,IT,Alessandria
LILE,medium_airport,Biella-Cerrione Airport,920,EU,IT,Biella (BI)
LILI,medium_airport,Vercelli Airport,417,EU,IT,Vercelli
LILM,medium_airport,Casale Monferrato Airport,377,EU,IT,Casale Monferrato
LILN,medium_airport,Varese-Venegono Airport,1050,EU,IT,Varese
LIMA,medium_airport,Torino-Aeritalia Airport,943,EU,IT,Torino
LIMC,large_airport,Malpensa International Airport,768,EU,IT,Milan
LIME,large_airport,Milan Bergamo Airport,782,EU,IT,Bergamo
LIMF,large_airport,Turin Airport,989,EU,IT,Torino
LIMG,medium_airport,Villanova D'Albenga International Airport,148,EU,IT,Albenga (SV)
LIMJ,large_airport,Genoa Cristoforo Colombo Airport,13,EU,IT,Genova
LIML,large_airport,Milano Linate Airport,353,EU,IT,Milan
LIMN,medium_airport,Cameri Air Base [MIL],586,EU,IT,Cameri (NO)
LIMP,medium_airport,Parma Airport,161,EU,IT,Parma
LIMR,medium_airport,Novi Ligure Airport,607,EU,IT,Novi Ligure
LIMS,medium_airport,Piacenza San Damiano Air Base,456,EU,IT,Piacenza
LIMW,medium_airport,Aosta Airport,1791,EU,IT,Aosta
LIMZ,medium_airport,Cuneo International Airport,1267,EU,IT,Cuneo
LIPA,medium_airport,Aviano Air Base,410,EU,IT,Aviano (PN)
LIPB,medium_airport,Bolzano Airport,789,EU,IT,Bolzano
LIPC,medium_airport,Cervia Air Base,18,EU,IT,Cervia
LIPE,large_airport,Bologna Guglielmo Marconi Airport,123,EU,IT,Bologna
LIPH,large_airport,Treviso-Sant'Angelo Airport,59,EU,IT,Treviso
LIPI,medium_airport,Rivolto Air Base,179,EU,IT,Codroipo
LIPK,medium_airport,ForlÃ¬ Airport,97,EU,IT,ForlÃ¬ (FC)
LIPL,medium_airport,Ghedi Air Base,333,EU,IT,Ghedi
LIPO,medium_airport,Brescia Airport,355,EU,IT,Montichiari (BS)
LIPQ,medium_airport,TriesteâFriuli Venezia Giulia Airport,39,EU,IT,Trieste
LIPR,medium_airport,Federico Fellini International Airport,40,EU,IT,Rimini
LIPS,medium_airport,Istrana Air Base,137,EU,IT,Istrana
LIPU,medium_airport,Padova Airport,44,EU,IT,Padova
LIPX,large_airport,Verona Villafranca Airport,239,EU,IT,Verona
LIPY,medium_airport,Ancona Falconara Airport,49,EU,IT,Ancona
LIPZ,large_airport,Venice Marco Polo Airport,7,EU,IT,Venice
LIQS,medium_airport,Siena-Ampugnano Airport,634,EU,IT,Siena
LIQW,medium_airport,Sarzana-Luni Air Base,45,EU,IT,Sarzana (SP)
LIRA,large_airport,CiampinoâG. B. Pastine International Airport,427,EU,IT,Rome
LIRE,medium_airport,Pratica Di Mare Air Base,41,EU,IT,Pomezia
LIRF,large_airport,Leonardo da VinciâFiumicino Airport,13,EU,IT,Rome
LIRG,medium_airport,Guidonia Air Base,289,EU,IT,Guidonia
LIRI,medium_airport,Salerno Costa d'Amalfi Airport,119,EU,IT,Salerno
LIRJ,medium_airport,Marina Di Campo Airport,31,EU,IT,Marina  Di Campo
LIRL,medium_airport,Latina Air Base,94,EU,IT,Latina
LIRM,medium_airport,Grazzanise Air Base,29,EU,IT,Caserta
LIRN,large_airport,Naples International Airport,294,EU,IT,NÃ¡poli
LIRP,large_airport,Pisa International Airport,6,EU,IT,Pisa
LIRQ,medium_airport,Peretola Airport,142,EU,IT,Firenze
LIRS,medium_airport,Grosseto Air Base,17,EU,IT,Grosetto
LIRU,medium_airport,Urbe Airport,55,EU,IT,Roma
LIRV,medium_airport,Viterbo Airport,992,EU,IT,Viterbo
LIRZ,medium_airport,Perugia San Francesco d'Assisi â Umbria International Airport,697,EU,IT,Perugia
LJCE,medium_airport,Cerklje Airport,510,EU,SI,Cerklje ob Krki
LJLJ,large_airport,Ljubljana JoÅ¾e PuÄnik Airport,1273,EU,SI,Ljubljana
LJMB,medium_airport,Maribor Airport,876,EU,SI,
LJPZ,medium_airport,Portoroz Airport,7,EU,SI,Portoroz
LKCV,medium_airport,ÄÃ¡slav Air Base,794,EU,CZ,ÄÃ¡slav
LKKB,medium_airport,Kbely Air Base,939,EU,CZ,Prague
LKKU,medium_airport,Kunovice Airport,581,EU,CZ,UherskÃ© HradiÅ¡tÄ
LKKV,medium_airport,Karlovy Vary International Airport,1989,EU,CZ,Karlovy Vary
LKLN,medium_airport,PlzeÅ-LÃ­nÄ Airport,1188,EU,CZ,Plzen
LKMT,medium_airport,Ostrava Leos JanÃ¡Äek Airport,844,EU,CZ,Ostrava
LKNA,medium_airport,NÃ¡mÄÅ¡Å¥ Air Base,1548,EU,CZ,NÃ¡mÄÅ¡Å¥
LKPD,medium_airport,Pardubice Airport,741,EU,CZ,Pardubice
LKPO,medium_airport,PÅerov Air Base,676,EU,CZ,PÅerov
LKPR,large_airport,VÃ¡clav Havel Airport Prague,1247,EU,CZ,Prague
LKTB,medium_airport,Brno-TuÅany Airport,778,EU,CZ,Brno
LKVO,medium_airport,Vodochody Airport,919,EU,CZ,Vodochody
LLBG,large_airport,Ben Gurion International Airport,135,AS,IL,Tel Aviv
LLEK,medium_airport,Tel Nof Air Base,193,AS,IL,Rehovot
LLER,medium_airport,Ramon Airport,288,AS,IL,Eilat
LLHA,medium_airport,Haifa International Airport,28,AS,IL,Haifa
LLIB,medium_airport,Ben Ya'akov Airport,922,AS,IL,Rosh Pina
LLMZ,medium_airport,Bar Yehuda Airfield,-1266,AS,IL,Masada
LLNV,medium_airport,Nevatim Air Base,1330,AS,IL,Beersheba
LLOV,large_airport,Ovda International Airport,1492,AS,IL,Eilat
LLRD,medium_airport,Ramat David Air Base,185,AS,IL,Haifa
LLRM,medium_airport,Ramon Air Base,2126,AS,IL,Beersheba
LMML,large_airport,Malta International Airport,300,EU,MT,Valletta
LOAN,medium_airport,Wiener Neustadt East Airport,896,EU,AT,Wiener Neustadt
LOWG,medium_airport,Graz Airport,1115,EU,AT,Graz
LOWI,medium_airport,Innsbruck Airport,1907,EU,AT,Innsbruck
LOWK,medium_airport,Klagenfurt Airport,1472,EU,AT,Klagenfurt am WÃ¶rthersee
LOWL,medium_airport,Linz HÃ¶rsching Airport,980,EU,AT,Linz
LOWS,medium_airport,Salzburg Airport,1411,EU,AT,Salzburg
LOWW,large_airport,Vienna International Airport,600,EU,AT,Vienna
LOXZ,medium_airport,Hinterstoisser Air Base,2264,EU,AT,Zeltweg
LPAR,medium_airport,Alverca Air Base,11,EU,PT,Vila Franca de Xira
LPAZ,medium_airport,Santa Maria Airport,308,EU,PT,Vila do Porto
LPBG,medium_airport,BraganÃ§a Airport,2241,EU,PT,BraganÃ§a
LPBJ,medium_airport,Beja Airport / Airbase,636,EU,PT,Beja
LPBR,medium_airport,Braga Municipal Aerodrome,247,EU,PT,Braga
LPCB,medium_airport,Aerodromo de Castelo Branco,1300,EU,PT,Castelo Branco
LPCO,medium_airport,Aerodromo Municipal de Coimbra,587,EU,PT,Coimbra
LPCS,medium_airport,Cascais Airport,325,EU,PT,Cascais
LPEV,medium_airport,Ãvora Airport,807,EU,PT,Ãvora
LPFL,medium_airport,Flores Airport,112,EU,PT,Santa Cruz das Flores
LPFR,large_airport,Faro Airport,24,EU,PT,Faro
LPGR,medium_airport,Graciosa Airport,86,EU,PT,Santa Cruz da Graciosa
LPHR,medium_airport,Horta Airport,118,EU,PT,Horta
LPLA,large_airport,Lajes Airport,180,EU,PT,Praia da VitÃ³ria
LPMA,medium_airport,Madeira Airport,192,EU,PT,Funchal
LPMR,medium_airport,Monte Real Air Base,187,EU,PT,
LPMT,medium_airport,Montijo Air Base,46,EU,PT,Montijo
LPOT,medium_airport,Ota Air Base,140,EU,PT,Alenquer
LPOV,medium_airport,Ovar Air Base,56,EU,PT,Ovar
LPPD,large_airport,JoÃ£o Paulo II Airport,259,EU,PT,Ponta Delgada
LPPI,medium_airport,Pico Airport,109,EU,PT,Pico Island
LPPM,medium_airport,PortimÃ£o Airport,5,EU,PT,PortimÃ£o
LPPR,large_airport,Francisco de SÃ¡ Carneiro Airport,228,EU,PT,Porto
LPPS,medium_airport,Porto Santo Airport,341,EU,PT,Vila Baleira
LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),374,EU,PT,Lisbon
LPSJ,medium_airport,SÃ£o Jorge Airport,311,EU,PT,Velas
LPSO,medium_airport,Ponte de Sor Airport,,EU,PT,Ponte de SÃ´r
LPST,medium_airport,Sintra Air Base,440,EU,PT,Sintra
LPTN,medium_airport,Tancos Airbase,266,EU,PT,Tancos
LPVL,medium_airport,Vilar de Luz Airfield,762,EU,PT,Maia
LPVR,medium_airport,Vila Real Airport,1805,EU,PT,Vila Real
LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),2060,EU,PT,Viseu
LQBK,medium_airport,Banja Luka International Airport,400,EU,BA,Banja Luka
LQMO,medium_airport,Mostar International Airport,156,EU,BA,Mostar
LQSA,large_airport,Sarajevo International Airport,1708,EU,BA,Sarajevo
LQTZ,medium_airport,Tuzla International Airport,784,EU,BA,Tuzla
LR79,medium_airport,Ianca Air Base,131,EU,RO,Ianca
LR80,medium_airport,FeteÅti Air Base,180,EU,RO,FeteÅti
LR82,medium_airport,Boboc Air Base,344,EU,RO,Boboc
LRAR,medium_airport,Arad International Airport,352,EU,RO,Arad
LRBC,medium_airport,BacÄu Airport,607,EU,RO,BacÄu
LRBM,medium_airport,MaramureÈ International Airport,605,EU,RO,Baia Mare
LRBS,medium_airport,BÄneasa International Airport,297,EU,RO,Bucharest
LRCK,medium_airport,Mihail KogÄlniceanu International Airport,353,EU,RO,ConstanÅ£a
LRCL,medium_airport,Cluj-Napoca International Airport,1039,EU,RO,Cluj-Napoca
LRCS,medium_airport,CaransebeÅ Airport,866,EU,RO,CaransebeÅ
LRCT,medium_airport,CÃ¢mpia Turzii Air Base,1083,EU,RO,CÃ¢mpia Turzii
LRCV,medium_airport,Craiova Airport,626,EU,RO,Craiova
LRIA,medium_airport,IaÅi Airport,397,EU,RO,IaÅi
LROD,medium_airport,Oradea International Airport,465,EU,RO,Oradea
LROP,large_airport,Henri CoandÄ International Airport,314,EU,RO,Bucharest
LROV,medium_airport,BraÈov-Ghimbav International Airport (U.C.),1740,EU,RO,BraÈov
LRSB,medium_airport,Sibiu International Airport,1496,EU,RO,Sibiu
LRSM,medium_airport,Satu Mare Airport,405,EU,RO,Satu Mare
LRSV,medium_airport,Suceava Stefan cel Mare Airport,1375,EU,RO,Suceava
LRTC,medium_airport,Tulcea Airport,200,EU,RO,Tulcea
LRTM,medium_airport,Transilvania TÃ¢rgu MureÅ International Airport,963,EU,RO,TÃ¢rgu MureÅ
LRTR,medium_airport,TimiÅoara Traian Vuia Airport,348,EU,RO,TimiÅoara
LSGC,medium_airport,Les Eplatures Airport,3368,EU,CH,La Chaux-de-Fonds
LSGG,large_airport,Geneva Cointrin International Airport,1411,EU,CH,Geneva
LSGS,medium_airport,Sion Airport,1582,EU,CH,Sion
LSMA,medium_airport,Alpnach Air Base,1460,EU,CH,Alpnach
LSMD,medium_airport,DÃ¼bendorf Air Base,1470,EU,CH,Zurich
LSME,medium_airport,Emmen Air Base,1400,EU,CH,
LSMF,medium_airport,Mollis Airport,1485,EU,CH,
LSMP,medium_airport,Payerne Air Base,1465,EU,CH,
LSZA,medium_airport,Lugano Airport,915,EU,CH,Lugano
LSZB,medium_airport,Bern Belp Airport,1674,EU,CH,Bern
LSZG,medium_airport,Grenchen Airport,1411,EU,CH,Grenchen
LSZH,large_airport,ZÃ¼rich Airport,1416,EU,CH,Zurich
LSZR,medium_airport,St Gallen Altenrhein Airport,1306,EU,CH,Altenrhein
LSZS,medium_airport,Samedan Airport,5600,EU,CH,
LTAC,large_airport,EsenboÄa International Airport,3125,AS,TR,Ankara
LTAD,medium_airport,Etimesgut Air Base,2653,AS,TR,Ankara
LTAE,medium_airport,AkÄ±ncÄ± Air Base,2767,AS,TR,Ankara
LTAF,large_airport,Adana Airport,65,AS,TR,Adana
LTAG,medium_airport,Ä°ncirlik Air Base,238,AS,TR,Adana
LTAH,medium_airport,Afyon Airport,3310,AS,TR,Afyonkarahisar
LTAI,large_airport,Antalya International Airport,177,AS,TR,Antalya
LTAJ,large_airport,Gaziantep International Airport,2315,AS,TR,Gaziantep
LTAN,medium_airport,Konya Airport,3392,AS,TR,Konya
LTAT,medium_airport,Malatya ErhaÃ§ Airport,2828,AS,TR,Malatya
LTAU,medium_airport,Kayseri Erkilet Airport,3463,AS,TR,Kayseri
LTAV,medium_airport,Sivrihisar Airport,3185,AS,TR,Sivrihisar
LTAW,medium_airport,Tokat Airport,1831,AS,TR,Tokat
LTAY,medium_airport,Ãardak Airport,2795,AS,TR,Denizli
LTBA,large_airport,AtatÃ¼rk International Airport,163,AS,TR,Istanbul
LTBF,medium_airport,BalÄ±kesir Merkez Airport,340,AS,TR,
LTBG,medium_airport,BandÄ±rma Airport,170,AS,TR,
LTBH,medium_airport,Ãanakkale Airport,23,AS,TR,Ãanakkale
LTBI,medium_airport,EskiÅehir Air Base,2581,AS,TR,
LTBJ,large_airport,Adnan Menderes International Airport,412,AS,TR,Ä°zmir
LTBL,medium_airport,ÃiÄli Airport,16,AS,TR,
LTBQ,medium_airport,Cengiz Topel Airport,182,AS,TR,
LTBR,medium_airport,Bursa YeniÅehir Airport,764,AS,TR,Bursa
LTBS,large_airport,Dalaman International Airport,20,AS,TR,Dalaman
LTBT,medium_airport,Akhisar Airport,263,AS,TR,
LTBU,medium_airport,TekirdaÄ Ãorlu Airport,574,EU,TR,Ãorlu
LTBX,medium_airport,SamandÄ±ra Air Base,400,AS,TR,Ãmraniye
LTBY,medium_airport,Anadolu Airport,2588,AS,TR,EskiÅehir
LTCA,medium_airport,ElazÄ±Ä Airport,2927,AS,TR,ElazÄ±Ä
LTCC,medium_airport,Diyarbakir Airport,2251,AS,TR,Diyarbakir
LTCD,medium_airport,Erzincan Airport,3783,AS,TR,Erzincan
LTCE,large_airport,Erzurum International Airport,5763,AS,TR,Erzurum
LTCF,medium_airport,Kars Airport,5889,AS,TR,Kars
LTCG,large_airport,Trabzon International Airport,104,AS,TR,Trabzon
LTCH,medium_airport,ÅanlÄ±urfa Airport,1483,AS,TR,ÅanlÄ±urfa
LTCI,medium_airport,Van Ferit Melen Airport,5480,AS,TR,Van
LTCJ,medium_airport,Batman Airport,1822,AS,TR,Batman
LTCK,medium_airport,MuÅ Airport,4157,AS,TR,MuÅ
LTCL,medium_airport,Siirt Airport,2001,AS,TR,Siirt
LTCN,medium_airport,KahramanmaraÅ Airport,1723,AS,TR,KahramanmaraÅ
LTCO,medium_airport,AÄrÄ± Airport,5462,AS,TR,
LTCP,medium_airport,AdÄ±yaman Airport,2216,AS,TR,AdÄ±yaman
LTCR,medium_airport,Mardin Airport,1729,AS,TR,Mardin
LTCS,medium_airport,ÅanlÄ±urfa GAP Airport,2708,AS,TR,ÅanlÄ±urfa
LTCV,medium_airport,ÅÄ±rnak Åerafettin ElÃ§i Airport,2038,AS,TR,ÅÄ±rnak
LTCW,medium_airport,Hakkari YÃ¼ksekova Airport,6400,AS,TR,Hakkari
LTDA,medium_airport,Hatay Airport,269,AS,TR,Hatay
LTFC,large_airport,SÃ¼leyman Demirel International Airport,2835,AS,TR,Isparta
LTFD,medium_airport,BalÄ±kesir KÃ¶rfez Airport,50,AS,TR,Edremit
LTFE,large_airport,Milas Bodrum International Airport,21,AS,TR,Bodrum
LTFJ,large_airport,Sabiha GÃ¶kÃ§en International Airport,312,AS,TR,Istanbul
LTFM,large_airport,Istanbul Airport,325,AS,TR,Istanbul
LTGP,medium_airport,GazipaÅa Airport,86,AS,TR,GazipaÅa
LUBL,medium_airport,BÄlÈi International Airport,758,EU,MD,BÄlÈi
LUBM,medium_airport,MÄrculeÅti International Airport,312,EU,MD,MÄrculeÅti
LUCH,medium_airport,Cahul International Airport,652,EU,MD,Cahul
LUKK,medium_airport,ChiÅinÄu International Airport,399,EU,MD,ChiÅinÄu
LUTR,medium_airport,Tiraspol Airport,141,EU,MD,Tiraspol
LUZ,medium_airport,Lublin Airport,633,EU,PL,Lublin
LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,2313,EU,MK,Ohrid
LWSK,large_airport,Skopje International Airport,781,EU,MK,Skopje
LXGB,medium_airport,Gibraltar Airport,15,EU,GI,Gibraltar
LY-BCQ,medium_airport,Brak Airport,1056,AF,LY,Brak
LYBE,large_airport,Belgrade Nikola Tesla Airport,335,EU,RS,Belgrade
LYBT,medium_airport,Batajnica Air Base,265,EU,RS,Batajnica
LYNI,medium_airport,Nis Airport,648,EU,RS,Nis
LYPG,large_airport,Podgorica Airport,141,EU,ME,Podgorica
LYTV,medium_airport,Tivat Airport,20,EU,ME,Tivat
LZIB,large_airport,M. R. Å tefÃ¡nik Airport,436,EU,SK,Bratislava
LZKZ,medium_airport,KoÅ¡ice Airport,755,EU,SK,KoÅ¡ice
LZMC,medium_airport,KuchyÅa Air Base,679,EU,SK,Malacky
LZPP,medium_airport,PieÅ¡Å¥any Airport,545,EU,SK,PieÅ¡Å¥any
LZSL,medium_airport,SliaÄ Airport,1043,EU,SK,SliaÄ
LZTN,medium_airport,TrenÄÃ­n Airport,676,EU,SK,TrenÄÃ­n
LZTT,medium_airport,Poprad-Tatry Airport,2356,EU,SK,Poprad
LZZI,medium_airport,Å½ilina Airport,1020,EU,SK,Å½ilina
MBGT,medium_airport,JAGS McCartney International Airport,13,NA,TC,Cockburn Town
MBNC,medium_airport,North Caicos Airport,10,NA,TC,
MBPV,medium_airport,Providenciales Airport,15,NA,TC,Providenciales Island
MBSC,medium_airport,South Caicos Airport,6,NA,TC,
MDBH,medium_airport,Maria Montez International Airport,10,NA,DO,Barahona
MDCR,medium_airport,Cabo Rojo Airport,262,NA,DO,Cabo Rojo
MDCY,medium_airport,SamanÃ¡ El Catey International Airport,30,NA,DO,Samana
MDJB,medium_airport,La Isabela International Airport,98,NA,DO,La Isabela
MDLR,medium_airport,Casa De Campo International Airport,240,NA,DO,La Romana
MDPC,large_airport,Punta Cana International Airport,47,NA,DO,Punta Cana
MDPP,medium_airport,Gregorio Luperon International Airport,15,NA,DO,Puerto Plata
MDSD,large_airport,Las AmÃ©ricas International Airport,59,NA,DO,Santo Domingo
MDSI,medium_airport,San Isidro Air Base,111,NA,DO,San Isidro
MDST,medium_airport,Cibao International Airport,565,NA,DO,Santiago
MGCB,medium_airport,Coban Airport,4339,NA,GT,Coban
MGGT,large_airport,La Aurora Airport,4952,NA,GT,Guatemala City
MGPB,medium_airport,Puerto Barrios Airport,33,NA,GT,Puerto Barrios
MGRB,medium_airport,Rubelsanto Airport,426,NA,GT,Rubelsanto
MGRT,medium_airport,Retalhuleu Airport,656,NA,GT,Retalhuleu
MGSJ,medium_airport,San JosÃ© Airport,29,NA,GT,Puerto San JosÃ©
MGTK,medium_airport,Mundo Maya International Airport,427,NA,GT,San Benito
MHLC,medium_airport,Goloson International Airport,39,NA,HN,La Ceiba
MHLM,medium_airport,RamÃ³n Villeda Morales International Airport,91,NA,HN,San Pedro Sula
MHNJ,medium_airport,La Laguna Airport,49,NA,HN,Guanaja
